Gene_ID,LSK_1,LSK_2,LSK_3,LSK_4,LSK_5,LSK_6,LSK_7,LSK_8,GMP_1,MEP-1
Gnb2,1231.0,1502.9,1015.2,1263.2,1203.3,1246.8,921.7,1707.3,2222.7,1901.5
Dars,1183.0,601.8,1287.0,896.9,1235.3,1207.7,1480.8,1365.2,1240.6,1359.2
Cebpb,207.2,210.4,194.2,337.2,340.2,220.3,245.4,54.1,190.8,43.1
Rrm2,1022.7,709.2,827.5,796.1,823.1,803.0,897.3,688.2,842.2,692.5
Msrb1,231.7,332.9,293.1,255.7,332.2,230.0,295.0,260.4,1802.7,321.1
Cmip,1109.5,1577.8,997.6,1406.9,988.5,923.4,1068.7,1990.1,2328.9,2019.4
Pcbp1,3232.6,1855.4,2847.7,3102.7,3404.4,3344.3,2990.7,2721.1,2841.7,2502.1
Tpt1,6203.8,8987.3,6768.9,12166.2,10093.1,4865.6,6493.8,4003.9,3835.3,2932.4
Tmbim6,1098.3,1333.8,973.6,1144.3,1051.2,1259.8,883.3,1319.7,1933.2,1415.9
Npc2,2063.9,2195.9,2127.5,1944.5,2588.0,1632.0,2026.9,2135.8,2931.0,1778.0
Atp5a1,5167.8,5118.3,6263.1,4687.9,5680.2,5387.5,4451.9,6264.9,6523.5,6397.1
Tuba1b,4019.5,5913.1,4254.0,4628.5,3432.4,3835.8,3436.6,4551.7,4317.6,3795.9
Tmem258,3136.6,2163.3,2754.3,3148.3,2664.0,2182.1,3351.3,3274.8,4693.7,2941.7
Banf1,3916.4,2684.9,3458.9,3229.8,3415.0,3015.5,4703.8,2903.7,3344.9,3104.8
Cfl1,1796.4,2123.2,1915.7,2068.9,1768.9,1605.9,2225.5,2914.2,3228.6,2874.9
Rps27l,4314.5,3526.4,3750.1,4253.9,4606.3,3305.2,4896.8,2797.6,3064.2,2591.9
Sec61b,3147.8,2734.8,3232.3,3842.1,3001.5,2404.6,3480.6,2307.8,3902.3,2060.3
Ndufb1.ps,1682.1,1397.8,1731.7,2189.2,1731.5,1404.1,2060.6,1501.0,1818.2,1557.4
Dynlrb1,3291.8,2035.4,2883.8,2967.3,3005.5,2395.9,3625.8,2716.5,2976.3,2581.8
Nhp2,4474.7,4063.2,4513.8,4038.3,3351.0,4446.7,4754.4,4456.7,4342.7,4387.8
Pdia6,1726.0,1480.2,1752.1,1235.5,1626.1,1572.3,1783.4,1221.5,2395.9,1393.6
Tuba1c,1237.1,2458.3,1374.9,1235.5,992.5,1276.1,1203.6,2009.2,2312.7,1963.3
Aprt,2567.1,1509.5,2793.2,2267.9,2303.8,2279.8,2409.1,2150.9,2566.4,1782.3
Gclm,2096.5,1082.2,1914.8,1625.3,2265.1,1637.4,1972.6,1369.8,1018.7,1754.3
Myl6,3490.8,3068.8,4289.1,3571.2,3427.1,3727.3,4958.6,1545.1,1402.9,1498.5
Gas5,3012.1,2830.2,2735.8,3217.4,3460.4,2323.2,2922.3,3051.4,3528.9,3004.2
Rps21,3079.5,5283.1,3280.4,6331.2,4577.0,2222.3,3110.6,4978.8,5432.4,3861.3
Mbnl1,4763.6,2423.6,5421.7,3897.4,4886.4,5081.5,5837.2,4063.2,3506.6,4450.3
Slfn2,1594.3,1261.1,1868.6,1395.9,1115.2,1532.2,1905.1,628.2,244.2,258.6
Mir142b,1284.0,1084.4,1177.0,1682.0,2098.4,1188.2,1810.5,1806.2,2685.4,1988.5
Grn,783.9,607.3,571.4,393.9,775.1,768.2,485.2,1090.9,1739.1,1024.4
Rpl21,8121.7,10903.4,9611.9,15132.0,9783.6,7271.2,8960.0,6695.3,7195.8,5932.3
Rpl19,5121.9,4653.1,5548.4,7515.6,5991.0,4358.8,5970.2,4178.6,4099.8,3355.5
Cd24a,1615.8,1930.2,1391.5,1285.3,1260.6,903.9,961.9,1929.4,1016.0,1309.6
Rpl10.ps3,1166.7,1755.6,1401.7,1462.2,1388.7,979.8,1168.0,4317.0,5975.5,4586.8
Eif3h,2777.3,2607.9,3237.9,2950.7,3186.9,2865.7,2898.9,2909.6,3438.3,2813.9
Mxd1,217.4,81.3,353.2,218.4,216.1,398.2,433.7,217.5,241.5,189.7
Cdca8,2467.0,1976.8,2757.1,2151.8,2021.0,2417.6,2624.5,2286.7,2479.8,2329.0
Bin2,4055.2,3941.7,4846.7,7015.3,3388.4,4778.8,3435.6,4293.3,2767.3,4711.8
Park7,4624.8,4784.3,4990.9,5181.3,4443.6,4051.8,5030.7,6097.4,5981.0,5032.2
Cited2,1102.4,813.3,921.8,888.7,1374.0,1141.5,1116.5,940.0,1376.5,1186.0
Eif3c,3644.9,4103.3,4481.4,3478.6,3221.6,3867.3,4301.1,3497.0,3957.1,3438.1
Ccl9,229.7,144.2,138.7,107.8,931.1,191.0,233.2,513.5,3263.1,857.0
Cfp,693.1,669.1,410.5,317.9,466.9,286.5,282.9,340.1,963.9,176.7
Rpl5,4552.3,5998.8,5237.8,5964.9,5504.1,4298.1,5452.2,4353.9,5135.4,4412.3
Mgst1,84.7,58.6,51.8,45.6,218.8,66.2,125.5,69.9,827.3,5.7
Elob,3025.4,2894.2,2685.0,2845.6,2499.9,2110.5,3123.7,2773.2,2905.9,2539.5
Ier2,1370.8,1033.4,1618.0,1807.7,1551.4,1640.7,1629.8,2738.2,1889.3,2408.7
Txnip,503.2,438.1,495.6,416.0,669.7,630.4,463.6,713.9,765.0,841.2
Cox7b,3316.3,2740.2,3439.4,4052.2,2926.8,2612.9,3839.3,2351.3,3108.2,2344.8
Eef1g,6807.0,7909.4,8581.0,6837.0,7227.6,7708.5,7620.6,5965.0,5608.2,5235.5
mt.Rnr1,376.6,905.5,466.9,464.4,679.0,358.1,413.1,621.6,694.7,706.9
Serinc3,6593.7,6030.2,6864.1,6730.6,7377.0,6264.3,5646.1,8599.7,7394.0,8726.1
Tomm7,2851.8,2787.9,2827.4,3495.2,2696.0,2293.9,3137.8,2509.5,3008.1,2478.4
Ctsc,644.1,470.6,661.1,688.3,785.7,593.5,642.5,550.4,604.0,479.2
Metap2,3511.2,3232.5,4500.9,3404.0,3188.3,3787.0,3948.0,3104.8,4105.2,3580.4
Mgst2,7.1,17.4,10.2,13.8,98.7,11.9,32.8,7.3,295.6,8.6
Rab44,100.0,158.3,116.5,168.6,172.1,181.2,139.6,143.7,2283.6,304.6
Msn,1587.2,2887.7,1950.9,1712.4,1844.9,2053.0,1664.4,1452.8,1373.1,1421.7
Gm2000,1278.9,1410.8,1451.6,1358.6,1395.4,1152.4,1431.2,4162.1,4621.3,4439.6
Anp32a,4938.1,2340.1,6158.6,4694.8,5046.5,4144.0,6817.8,4073.8,4114.0,3648.6
CT010467.2,4458.4,445.7,7386.5,5214.5,3472.4,5649.0,7759.2,1770.6,1687.7,1994.2
Anp32e,3730.7,3678.2,5486.5,4509.6,3813.9,5404.9,5016.7,4175.3,3221.8,4132.8
Tpm3,5575.1,4271.4,5860.9,5543.4,4827.8,4909.0,5781.9,4703.3,4634.2,4668.0
Rbms1,292.9,263.5,284.8,248.8,370.9,231.1,266.9,314.4,449.8,230.6
Mki67,4345.1,3442.9,4667.3,4032.8,3201.6,4412.0,5817.5,3930.7,3892.8,5466.1
Fkbp2,2140.4,2062.5,2371.6,2489.1,1872.9,2178.9,2831.5,2643.3,3537.7,2650.1
Pfdn5,2761.0,2734.8,2540.7,2831.8,2928.1,2119.2,2809.9,2478.5,2437.2,2035.2
Psma7,5122.9,4967.5,5357.0,5249.0,4729.0,4596.5,5997.3,3416.5,3833.3,3759.3
Sptssa,3475.5,1215.6,2361.4,2299.7,3451.1,1729.6,2920.5,2454.1,2789.6,2068.2
Psma6,2164.9,1817.4,2496.4,1898.9,1842.3,1936.9,2296.7,2220.1,2457.5,2058.1
Eif4ebp1,2256.8,1473.7,2206.1,2215.4,1692.8,1681.9,2066.2,1174.0,1188.5,1012.2
Ly6a2,2.0,3.3,10.2,12.4,80.0,3.3,17.8,10.5,179.3,2.9
Lilr4b,87.8,79.2,259.8,197.6,433.6,403.7,442.1,51.4,54.1,48.8
Rab2a,1973.0,1187.4,2096.0,1594.9,1854.3,1826.2,2217.0,1592.6,2200.4,1558.2
Ssr4,2303.7,2590.6,2796.9,3287.9,2478.6,2146.3,2647.9,2553.0,4076.1,2383.6
Psmb2,2647.7,1893.3,2575.0,2988.0,2147.7,1965.1,2934.5,1517.4,1847.3,1571.1
Uqcrb,1821.9,1355.5,2113.6,1963.9,1914.3,1791.5,2479.3,1601.2,1810.8,1611.3
Calr,2898.8,7617.8,3656.7,2989.4,3252.3,3120.7,2812.7,3230.0,10644.2,4076.8
Fkbp1a,4882.0,3371.3,4969.6,3661.0,4122.1,4167.9,4495.0,3493.7,2732.1,2064.6
Rgcc,169.4,103.0,241.3,257.1,157.4,182.3,216.4,91.0,736.0,105.6
Slc2a3,503.2,518.3,812.7,937.0,572.3,1410.6,849.5,513.5,284.1,466.9
Pclaf,2802.8,2514.7,2665.6,2042.7,2293.1,1931.5,2781.8,2282.8,3135.2,1944.6
Hnrnpu,8564.7,5735.3,8998.9,8695.8,7212.9,9100.7,7966.2,6170.6,6050.6,6905.0
Hsp90aa1,3964.4,8061.3,5802.7,4014.8,3488.4,4800.5,6493.8,3101.5,3338.8,3667.3
Ncf1,161.3,242.9,257.0,211.5,334.8,217.0,214.5,921.5,1402.9,543.1
Mcemp1,3.1,19.5,3.7,1.4,4.0,2.2,3.7,0.7,12.2,0.7
Ndufa4,4872.8,3844.1,4706.1,6306.3,4623.7,3605.8,5167.5,3098.2,4724.2,3066.0
Srsf3,6852.0,4202.0,7956.0,7964.7,6732.7,6225.2,6876.9,6270.8,5465.5,5237.7
Hdgf,4550.3,4551.1,4442.6,4469.5,4452.9,4080.0,3782.2,3576.1,4461.7,4617.7
Psmb3,2458.9,2089.6,2332.7,2017.8,2029.0,1871.8,2736.9,2338.8,2803.1,2487.7
Tax1bp1,5247.4,2978.8,7096.2,4777.7,5175.9,6678.8,7478.2,3983.4,4379.9,5185.2
Ifitm2,1457.6,1300.2,1284.2,1296.4,1181.9,1150.2,1543.6,2270.9,3033.8,2221.2
Dstn,216.4,257.0,240.4,182.4,181.4,221.4,248.2,191.2,485.7,209.0
Rgs2,762.5,403.4,991.2,598.4,2010.3,825.8,899.2,2564.2,2861.3,2786.6
Cnih4,3015.1,1863.0,2691.5,2681.2,2190.4,2113.8,2867.1,2158.2,2775.4,2130.0
Tyrobp,93.9,67.2,64.7,58.0,318.8,60.8,96.5,385.0,1925.8,334.8
Id2,134.7,147.5,157.2,157.6,536.3,174.7,179.8,116.7,34.5,76.1
Rps28,3372.4,3566.5,2628.6,3919.5,3217.6,2108.3,2936.4,3961.0,5018.4,3243.5
Cope,1614.7,1076.8,1643.9,1798.0,1427.4,1404.1,1564.2,1826.6,2423.6,1735.6
Hprt,1681.1,913.0,1892.6,1383.4,1828.9,1526.7,2026.0,1531.9,1800.0,1464.8
Gnb1,1482.1,1144.0,1488.6,1618.4,1552.8,1375.9,1434.9,1188.5,1142.5,1436.0
Hnrnpk,3551.0,2920.2,3763.0,3062.6,3495.1,3527.6,3387.8,3586.0,3560.0,3667.3
Fam107b,1065.6,954.3,1028.1,1075.2,1491.4,1068.8,990.0,1095.6,2106.4,1165.9
Rpl8,4163.4,3238.0,4139.4,3723.2,3668.5,3017.7,4007.0,3034.9,3705.5,3329.7
H2az2,1620.9,2080.9,1441.4,2332.9,2670.7,1768.7,2689.1,2081.7,2385.1,1958.3
Cks1b,3176.4,1781.6,3227.7,2949.3,3332.3,2694.3,3464.7,2800.9,3396.3,2582.6
Ywhaz,2033.2,1664.5,2135.8,2026.1,1834.3,2271.1,2213.3,1732.3,1781.0,1983.4
Csf2ra,192.9,148.6,148.9,243.2,214.8,172.5,158.3,283.4,590.5,257.2
Uqcrh,3045.8,3922.2,3036.3,3435.8,3074.9,2431.7,3365.4,2634.1,2464.2,2334.0
Tuba4a,1657.6,1426.0,2302.2,1389.0,1303.3,2144.2,2330.4,1083.0,1807.4,1247.8
Snx3,1520.8,893.5,1703.1,1923.8,1788.9,1499.6,1637.3,1306.5,1175.6,1147.2
Ncor1,2319.0,2701.2,2588.8,2185.0,2061.0,2570.6,2819.3,1994.0,2715.9,2795.9
Lamp2,1121.7,664.7,863.6,677.2,1123.2,791.0,936.6,836.5,1354.9,806.7
Psap,404.2,451.1,242.2,294.4,345.5,326.6,227.6,332.2,352.4,201.9
Gm10073,1170.7,1384.8,1243.6,1355.8,1436.7,957.1,1102.4,2263.0,2292.4,2172.4
Trappc2l,922.7,853.4,841.4,775.3,907.1,706.4,919.8,924.8,1072.8,875.7
Prdx6,2100.6,2329.2,2173.7,2075.8,1941.0,1691.7,1948.2,2659.1,2180.8,2327.5
Eif3k,2518.1,2067.9,2346.6,2594.1,2331.8,2009.6,2525.2,2153.6,2499.4,2132.1
Atp5j2,2720.2,3454.8,2544.4,2639.7,2147.7,2047.6,2909.2,2835.1,3252.3,2801.7
Ndufa6,1647.4,1394.5,1771.5,1582.4,1558.1,1463.8,1970.7,1426.5,1900.1,1604.1
Gm44833,157.2,132.3,114.6,120.2,170.8,93.3,171.4,208.3,533.0,160.2
Tmem256,2325.2,2431.2,2066.4,1864.4,1600.8,1493.1,2224.5,1626.2,2023.9,1492.1
Psma2,1857.7,1025.8,2052.6,2446.2,1951.6,1942.3,2482.1,1345.4,1602.5,1319.7
Ndufb8,1802.6,1540.9,2014.7,1572.8,1708.9,1468.1,1836.8,2222.1,2474.4,1945.4
Dek,7090.8,4592.3,8438.7,7005.6,7082.2,7371.1,10349.0,7699.9,8130.6,8277.8
Atp5g3,5056.5,4154.3,4924.3,5309.8,4359.5,4072.4,5795.0,3390.2,3474.1,3117.0
Btf3,1391.2,938.0,1370.2,1842.3,1758.2,1241.4,1643.8,914.3,1034.9,926.0
S100a10,2795.7,2106.9,2944.8,2700.5,3072.2,2486.0,3356.9,1673.0,1471.9,1586.2
Slc25a4,2820.2,1616.8,3119.5,3137.2,2888.1,2891.8,3234.2,2262.3,2055.0,1977.0
H1f0,1394.3,862.1,1998.0,1646.0,1415.4,1953.2,2106.5,1383.6,609.5,1296.7
Nap1l1,3644.9,5968.4,4419.5,4929.8,4144.7,3934.6,4093.1,4114.6,3486.3,3737.0
Plin3,310.3,292.8,255.2,240.5,217.4,249.6,217.3,200.4,414.6,186.8
Ube2b,1902.6,598.6,2231.0,1751.1,2660.0,2176.7,2360.3,1466.7,1326.5,1256.4
Snrnp70,5300.5,4544.6,6699.5,4864.8,5258.6,5308.3,5060.7,4696.7,4118.8,3886.4
Rnf130,1469.8,1058.4,1136.3,1350.3,1654.2,1228.3,1355.3,1414.6,2241.7,1373.5
Nol7,1540.2,871.8,1766.9,1268.7,1752.9,1782.8,2111.2,1473.9,1661.3,1568.2
Sec11c,1355.5,1432.5,1647.6,1717.9,1444.7,1626.6,1942.6,1453.5,2000.9,1330.4
Prdx1,4710.5,4726.8,4375.1,7175.6,4606.3,3677.4,5061.6,4189.8,4538.8,3930.9
Dnajc8,2482.3,1800.1,3150.0,2287.3,2355.8,2647.6,3709.1,1864.2,1953.5,1965.5
Dut,2257.8,2548.3,2298.5,2970.0,2181.1,1994.4,2512.1,1525.4,1678.9,1497.1
Sdcbp,1497.4,703.8,1606.9,1337.8,1838.3,1432.3,1375.0,1183.2,1218.9,1104.1
Itgb2,104.1,103.0,105.4,134.1,102.7,181.2,102.1,90.3,217.1,84.0
Psmd8,1666.8,1142.9,1687.4,1263.2,1548.8,1455.1,1690.6,1448.9,1455.0,1517.9
Cct8,4402.3,3772.5,4550.8,3088.9,3445.7,3814.1,4352.6,3572.8,3880.7,3585.4
Klf6,407.3,575.8,374.5,389.7,632.3,464.4,516.1,456.8,318.6,517.2
Psmb4,2172.0,2554.8,2505.6,2063.4,2223.8,2123.5,2719.1,2417.9,2786.2,2494.2
Ltf,26.5,17.4,25.9,20.7,61.4,27.1,28.1,7.3,2.7,0.7
Stxbp2,834.9,1189.6,952.3,982.6,760.4,992.9,734.3,1591.9,1933.9,1566.1
Anxa3,37.8,35.8,67.5,53.9,165.4,73.8,94.6,54.7,1619.4,135.1
Dmkn,2.0,6.5,1.8,2.8,17.3,3.3,9.4,1.3,165.0,0.7
Atp5o,3995.0,3460.2,4209.6,3775.8,4136.7,3341.0,4355.4,3700.7,3802.9,3209.7
Ifitm6,7.1,9.8,0.9,2.8,25.3,11.9,15.0,12.5,86.6,5.7
Klf13,367.5,381.7,456.7,601.2,540.3,427.5,480.5,810.1,1052.5,863.5
Fam49b,803.3,536.8,810.9,686.9,917.8,652.1,632.2,869.5,1389.4,759.3
Selenof,1267.7,850.2,1225.1,1243.8,1351.3,1125.2,1601.7,1071.2,1329.2,1144.4
Sat1,220.5,133.4,241.3,236.3,461.6,205.1,267.9,234.7,581.0,303.9
Cenpa,1366.7,842.6,1465.5,1433.2,1374.0,1310.8,1648.5,1344.1,1271.7,1352.0
Prr13,2155.7,1106.1,2030.4,1615.6,2202.4,1960.8,2689.1,1406.7,1563.9,1525.8
Rbm25,2893.7,5078.1,3807.4,3727.4,2880.1,3389.8,4081.9,3586.6,3715.6,4085.4
Copz1,1436.1,1256.8,1739.1,1214.8,1356.7,1665.6,1491.1,1463.4,1867.6,1602.0
Nars,2728.3,2313.0,3539.3,2607.9,2061.0,3121.8,4024.8,2535.2,3685.8,2852.7
Cdk2ap2,817.6,595.3,680.5,634.4,985.8,758.5,884.2,748.2,1519.9,757.2
Nucb1,1887.3,2122.1,1986.0,2232.0,1776.9,2385.0,1629.8,2798.9,3891.5,2505.0
Cnbp,3707.2,2170.9,4003.4,3797.9,3930.0,4106.0,4876.2,3709.2,3611.4,4007.8
Atp5e,2075.1,3216.3,1553.3,1694.4,1515.4,1232.7,2062.5,2080.4,2201.8,2034.4
Csnk1a1,3093.7,2524.4,2860.7,2407.5,2387.9,2693.2,3120.9,2159.5,2368.2,2605.5
G3bp1,2123.1,3407.1,1958.3,2256.9,1909.0,2437.1,1834.0,1661.8,1731.0,1824.0
Ghitm,2317.0,1238.4,2469.6,1771.8,2191.8,2220.1,2424.0,1601.8,1691.1,1574.0
Ran,3914.4,3198.9,3714.0,4083.9,3425.7,3047.0,4192.4,2603.8,2542.7,2591.2
Ssr2,2055.7,1341.4,2054.4,1811.9,1983.7,1665.6,2316.3,2288.0,3422.0,2464.7
Ppp2r5c,2826.3,1178.7,3317.4,3177.3,2922.8,3485.3,3612.6,3048.1,2477.7,2881.4
Capza2,2637.5,1209.1,2882.8,2106.2,2395.9,2450.1,2941.1,2034.2,2132.1,1983.4
Ndufa13,2056.7,2562.4,1969.4,2185.0,1784.9,1721.0,2304.1,1782.4,1914.3,1765.0
Gm46391,531.8,381.7,673.1,783.6,683.0,470.9,561.1,1784.4,2007.6,1791.6
Pomp,1550.4,1471.5,1639.3,1424.9,1444.7,1438.8,1828.3,1936.0,2059.7,1773.7
Ssr1,2603.8,1514.9,2787.6,1871.3,2121.1,2717.1,3192.1,2450.8,3708.2,2767.2
Ctss,19.4,28.2,28.7,26.3,172.1,25.0,83.4,278.2,206.3,113.5
Atp6v1a,699.2,501.0,785.9,695.2,669.7,850.7,829.9,535.9,789.4,587.6
Birc5,1748.5,1817.4,1578.3,1704.1,1511.4,1438.8,2022.2,1249.8,1437.4,1451.1
Rps6ka1,752.3,916.3,836.7,801.6,677.7,913.7,446.8,982.2,1485.4,805.3
Scd2,4440.0,6287.2,4387.1,5713.4,4392.9,4591.0,4509.0,3897.8,3556.6,4102.6
Rps2.ps10,615.5,733.0,784.0,649.6,669.7,551.2,653.8,2446.2,2828.1,2499.2
Adprh,995.2,920.6,1259.3,963.3,1152.6,1240.3,1192.4,1033.6,1036.3,936.0
Atp5g1,2334.3,2053.8,2379.9,2654.9,2301.2,2089.9,2851.2,2127.2,2666.5,2040.2
mt.Tq,469.5,469.5,441.9,691.0,708.4,219.2,168.6,611.7,745.4,384.3
Psma1,1961.8,1272.0,1879.7,1789.7,1891.6,1476.8,1938.9,1671.7,1760.1,1571.1
Atp5c1,2276.2,1688.4,2608.2,2567.8,2604.0,2376.4,2617.9,1844.4,1864.9,1821.1
Dad1,2255.7,1508.4,2177.4,2238.9,1950.3,1839.2,2403.4,2738.2,3585.7,2556.0
Sec11a,1357.5,982.4,1471.9,1017.2,1344.7,1378.1,1568.9,1176.6,1539.5,1199.7
Hnrnpa2b1,6976.5,2089.6,13473.9,13259.4,8995.2,11725.6,12244.8,5147.6,4162.7,5673.7
Sell,201.1,148.6,126.7,96.7,472.2,192.1,223.9,242.6,2688.8,514.4
Tmem50a,936.0,1201.5,881.1,710.4,1107.2,702.1,1024.7,1127.2,1572.0,1150.1
Cox5b,1907.7,1793.6,1822.3,2262.4,1933.0,1372.6,1884.5,1869.4,1922.4,1861.3
Hnrnpa3,5876.2,1722.0,10410.8,7626.1,7318.3,8369.3,13757.5,3629.5,2705.7,5479.0
Tarm1,0.0,1.1,0.9,2.8,0.0,0.0,0.0,0.0,0.7,0.0
Cybb,4.1,13.0,12.0,9.7,82.7,16.3,43.1,110.7,303.0,61.1
Ctsl,312.3,161.6,327.3,204.5,413.5,212.7,320.3,261.0,125.1,116.4
Akr1a1,2184.3,2241.4,2445.5,2426.9,2427.9,2099.7,2228.3,2982.8,3251.6,2799.5
Rpl10,3356.1,2911.6,3490.3,3337.6,3763.2,2599.9,3715.7,2276.2,2763.2,2156.6
F13a1,15.3,13.0,120.2,136.8,84.0,201.8,99.3,50.8,595.3,51.0
Snrpb2,1443.3,1300.2,1550.5,1221.7,1440.7,1276.1,1879.8,1135.8,1467.8,1284.5
Pdia3,4297.1,1648.3,5663.1,3778.5,4156.7,5090.2,5647.0,2605.1,3845.5,2931.0
Lsp1,500.1,345.9,424.4,331.7,568.3,335.3,340.9,533.3,87.3,216.9
Cdk1,1218.7,1122.3,1350.8,2078.6,1187.3,1150.2,1279.5,1120.6,1192.5,999.3
Smc2,2066.9,1784.9,2576.8,2080.0,2151.7,2365.5,2647.0,2011.8,2174.7,2057.4
Gng12,695.1,325.3,656.5,505.8,631.0,616.3,778.4,814.8,3034.4,1288.8
Cd52,60.2,65.1,75.8,65.0,124.1,78.1,108.7,356.0,871.9,458.3
Sh3bgrl3,917.6,361.1,1068.8,1216.2,904.5,854.0,1136.2,351.3,464.0,369.2
Top1,2335.4,2772.8,3148.2,3116.5,2394.5,2752.9,3473.1,2948.5,3146.7,3358.4
Eno1b,123.5,143.1,151.6,154.8,102.7,110.7,129.3,615.7,752.9,635.8
Uqcr10,3039.6,2902.9,2994.7,3521.5,2821.4,2701.9,3225.8,3150.9,3708.2,3044.5
Csde1,2056.7,1623.3,2184.8,1926.6,2038.4,2074.7,2338.8,1668.4,1657.2,1788.0
Uqcrq,1859.7,1904.2,1625.4,1854.7,1547.4,1366.1,1984.8,1743.5,2347.2,1688.2
Ndufa7,1948.5,1639.6,1588.4,1651.5,1588.8,1373.7,1907.0,1629.5,1965.0,1482.7
Ap3s1,119.4,24.9,104.5,120.2,173.4,127.0,160.2,23.1,309.1,57.5
Slc25a3,2982.5,3467.8,3624.4,4240.1,3527.1,2873.3,2710.7,3316.4,3154.9,2999.2
Nedd8,2266.0,2305.4,2483.4,2337.0,1846.3,1929.3,2536.4,1971.6,2039.4,1942.5
Rab14,1513.7,1519.2,1594.9,1516.1,1506.1,1445.3,1521.1,1563.6,1593.0,1558.2
Ubxn4,2258.8,2727.2,2483.4,2138.0,2025.0,2443.6,3361.6,2499.6,2527.1,2798.8
Romo1,1724.0,2034.3,1603.2,1680.6,1247.3,1291.3,1799.3,1694.1,1791.9,1616.3
Vdac1,1540.2,1512.7,1549.6,1534.1,1606.1,1206.6,1377.8,1279.5,1336.6,1192.5
Ggnbp2,1780.1,1970.3,1979.5,1958.4,1808.9,1660.2,2045.6,1597.2,1557.8,1685.3
Ctsz,466.5,453.3,450.3,308.2,441.6,376.5,413.1,533.9,1244.6,436.8
Dynll1,2623.2,1705.7,2350.3,1588.0,2213.1,1926.0,2706.9,1847.0,2019.8,1615.6
Eif3e,2927.4,2662.1,3178.7,2631.4,2962.8,2431.7,3513.4,2850.3,2732.1,2826.8
G6pdx,412.4,330.7,378.2,406.3,390.9,440.5,249.1,580.1,1284.5,642.9
Pnkp,249.1,214.7,193.2,154.8,244.1,193.1,158.3,203.7,443.1,164.5
Calm3,678.8,1171.1,592.7,656.5,386.9,584.9,805.5,784.4,1075.5,940.4
Selplg,396.0,529.2,355.0,498.9,474.9,422.1,263.2,841.1,859.7,637.9
Dhrs7,355.2,182.2,304.2,219.7,464.2,359.2,436.5,282.8,543.2,250.0
Tkt,1168.7,2602.5,1014.3,1147.1,891.1,1062.3,931.0,1989.4,3038.5,2087.6
Camp,66.3,80.2,54.6,60.8,178.8,46.7,100.2,0.7,0.0,0.0
Clic1,880.9,964.0,1128.9,1020.0,952.5,996.1,1199.8,1854.9,2013.7,2218.3
Pitpna,1830.1,1016.1,1956.4,1494.0,1746.2,1679.7,1472.4,1927.5,1894.0,1690.3
Ptbp3,1320.8,1448.7,1615.2,1285.3,1730.2,1611.4,1446.2,876.1,1336.6,1178.1
Bub3,1753.6,1294.7,1675.3,1825.7,1635.5,1582.1,1884.5,1428.5,1493.5,1384.3
Sf3b2,2246.6,4760.4,2665.6,2590.0,2123.7,2567.3,2156.2,2717.2,2698.9,2901.5
Cops9,1332.0,1686.2,1353.6,1845.0,1217.9,940.8,1352.5,1374.4,1779.0,1408.0
Tpd52,513.4,322.1,498.3,424.3,500.3,421.0,500.2,425.8,435.6,203.3
Rap1a,926.8,533.5,1437.7,1002.0,1235.3,1021.1,1235.4,993.4,1047.1,964.1
Brk1,1949.5,1296.9,1840.8,1991.5,2022.3,1496.3,2081.2,1885.3,2259.3,1711.2
Atox1,1516.8,1448.7,1448.8,1431.8,1347.3,1242.4,1725.3,1411.3,1605.8,1247.1
Lman2,1067.7,972.7,907.9,978.5,1068.5,961.4,888.9,1104.8,1660.6,1129.3
Snrpd3,2643.6,2575.4,3044.6,3293.4,2227.8,2816.9,3417.8,2553.0,2959.4,2575.4
Ndufa3,1332.0,1476.9,1375.8,1586.6,1209.9,1186.0,1678.5,1887.9,2201.8,2008.6
Adipor1,680.8,518.3,749.8,653.7,803.1,747.6,643.5,560.3,789.4,538.8
Vdac2,1685.2,1370.7,1807.6,1898.9,1974.3,1511.5,1695.3,1688.8,2205.8,1677.4
Rer1,1269.8,1146.2,1340.6,1406.9,1319.3,1123.1,1286.0,1208.9,1248.0,1109.9
Cstdc4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zfp36,309.3,235.3,378.2,283.3,430.9,416.7,329.7,744.9,432.9,507.9
Nmt1,585.9,928.2,672.2,667.5,550.9,652.1,651.0,1108.7,1294.7,1028.0
Ndufc2,1336.1,922.8,1293.5,1494.0,1406.0,1208.8,1760.0,1209.6,1215.5,1124.3
Chmp2a,868.6,949.9,1116.9,1032.4,1076.5,965.7,1231.7,950.5,965.9,997.8
Igsf6,11.2,18.4,22.2,5.5,62.7,25.0,22.5,31.6,1994.8,61.1
Ppp2ca,1727.0,1164.6,1980.5,1314.3,1826.2,1601.6,1666.3,1792.3,1990.0,1579.7
Ostc,1696.4,1173.3,1812.2,1629.4,1610.1,1422.6,1745.0,1145.0,2128.0,1169.5
Tra2b,1874.0,1597.3,2341.0,2127.0,1886.3,1979.2,2153.3,1922.2,1786.4,1923.1
Aldh2,1122.8,2263.1,1057.7,1300.5,1003.2,1072.1,832.7,2336.8,2725.3,2166.6
Tmem134,967.6,493.4,796.1,623.3,889.8,770.4,803.6,780.5,835.4,727.0
Eif5,4176.7,3819.2,4499.0,3082.0,3584.5,3750.1,4291.7,3334.8,3543.8,3702.5
